Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(°C),Spindle_Bearing_Temperature(°C),Spindle_Vibration(µm),Tool_Vibration(µm),Spindle_Speed(RPM),Voltage(volts),Torque(Nm),Cutting(kN)
114.3514596,3.349003029,5.719829751,15.9079086,47.11842557,40.02123766,0.740745755,22.97926448,20804.36629,377.9946072,31.34757824,2.959941305
122.2175557,3.855672038,5.973112691,1.643055477,51.76468253,33.93435314,0.799063746,30.72375303,24813.28128,351.0256059,21.15322975,2.996960173
2.516816957,5.661338257,5.528791898,20.18571607,46.53264072,42.76543467,1.011855093,28.80508879,21671.03907,393.1182912,24.75008612,3.437131388
143.7084597,3.140682804,5.809337672,17.81789652,54.24766485,30.67971372,0.733631762,27.45967583,19095.70611,264.0854836,22.78185804,2.16584798
76.35074272,5.368427328,6.324624932,19.15466078,45.25618101,36.45955206,1.285591269,11.1508399,16278.9803,388.7493366,16.46050579,3.091059071
108.0732871,5.05875563,6.014822002,17.57715055,51.13495442,34.61590132,0.899157087,28.98065342,24682.68542,380.3023163,20.58061973,2.060411383
119.6221319,4.556379696,6.812643033,9.442159925,50.18321021,35.13849704,0.522010629,26.60839328,26521.95738,342.4218797,37.51354396,2.661858353
130.7441832,3.568308726,7.079675614,22.04746945,50.4763889,35.68034094,0.945553657,28.83910909,28107.16263,306.5176003,33.29481356,4.592555177
154.6706437,3.570668935,6.17095274,-2.045327243,51.80351593,34.14266069,0.846713286,22.51288662,15305.86902,397.8238597,22.34717249,1.771784466
109.0896269,3.014850127,6.628877357,16.13121989,43.60349111,33.74792191,1.073020001,19.39905915,18326.50708,355.4381401,26.72823785,2.133355933
109.0747648,5.34941436,6.448698047,20.92748771,54.47323575,32.93237905,1.149634411,33.56756017,20031.32894,387.0916039,25.44471833,1.895047142
82.07889763,5.145720238,6.99683118,24.12497393,45.94555873,29.02334404,1.213511524,32.96567538,20599.12529,375.086454,19.48162515,2.371657434
133.6133779,5.391345903,6.084761261,8.565988463,43.95256899,36.86030463,0.861513139,28.125776,21069.0504,389.6949208,25.14021993,2.429024926
24.48272506,2.644259125,6.999037013,21.59028673,47.95611771,32.80644654,0.97100797,21.97539512,21638.69766,379.1316501,25.2943326,1.928715457
121.7736644,4.804920722,7.217638668,28.96835921,46.55419777,34.08576902,0.728554137,17.3639105,16279.00861,388.729611,20.42331248,2.227004082
71.79624152,4.94588846,6.740008236,24.79447469,47.41587709,35.87240316,1.253475662,28.29040252,18583.9118,424.6777909,17.81967786,2.168295013
74.78423562,3.199998171,6.543775976,18.67866627,52.00875331,38.92004187,1.277979629,34.68472989,20818.66634,327.2395623,17.01760966,2.777407657
50.78618318,4.212343156,6.509908052,22.82443085,50.34069521,39.16445963,1.080836411,20.73926715,18779.0108,272.0484789,16.58710226,3.391523135
92.36451573,4.672023254,6.484611448,7.733552143,47.4341605,33.93953464,0.976649705,11.96048926,22376.18466,267.5816153,25.56987014,3.310459681
105.2618879,4.853251438,7.666117243,21.08299606,46.44560973,34.96164168,0.627962889,25.88954942,11203.77072,397.79083,31.0637461,1.933196844
75.13371319,3.656022843,6.483953345,10.15422839,51.97644079,32.91884877,0.850451805,18.24159098,14367.87688,344.9762404,25.71409571,2.187338891
142.5331076,5.445149697,6.914915841,15.10742124,45.86674795,31.99784998,1.309071545,30.80764232,19585.60912,290.2997356,13.93963499,1.356214667
69.24232046,6.023392206,6.733767251,17.437063,45.82370068,38.36490307,1.288367769,24.28313882,19617.66871,397.2309734,24.26274301,2.718103671
89.32411794,4.218263428,6.418333238,20.38608452,47.74038322,40.24939707,1.56355107,19.12104156,24313.4165,339.8917772,35.34042358,2.11470716
77.79745378,6.051636907,6.04081848,4.043989578,50.7556691,34.59162355,1.445005319,18.66450363,12682.82577,298.425496,14.76313715,2.46167105
123.5025225,4.93215335,6.259234362,27.46335792,51.61306104,44.21908019,1.266223069,37.18175007,17755.15556,309.2036391,20.76327871,2.998175598
61.84389925,6.530889198,6.460128347,11.9385081,47.99462899,35.28195912,0.458871504,27.37865677,20167.16801,331.4851868,14.38984658,2.751346209
108.6234296,6.381084076,7.045945713,4.093260479,48.13300395,36.71704028,0.712382424,34.63766748,21319.04233,281.0475406,40.68192246,2.871564006
62.31509633,3.181195511,6.505328421,13.50291308,43.47564997,36.68626253,1.095202259,29.87271078,22346.31824,348.8001531,33.91209577,2.597291213
134.1457289,6.650908492,6.786661981,14.60380883,54.29466306,34.72044611,1.044336693,18.27768064,22728.15144,377.7303563,23.97996042,2.559477605
78.7215112,4.636184247,6.583405173,6.736588683,49.93423202,38.23438992,1.10707262,20.25950742,21074.00086,397.6056052,31.67443913,3.221881719
111.6356226,5.353125344,6.026281361,10.18344378,43.97935962,33.65540011,0.785165884,25.73451854,24441.23309,350.2988014,23.07454961,3.343662089
148.4680194,5.888022244,6.476254547,13.46063936,52.1929335,31.34095533,1.233684687,23.78840163,15238.25618,414.0377877,23.21170893,1.969003595
142.5800002,5.399722651,6.346928913,22.85371684,47.33755603,35.42102138,1.223836389,37.16752386,20775.78083,355.0371387,23.46085132,3.288724358
165.0491299,4.420280624,6.187098392,16.66653462,47.4752764,37.23838847,1.766007371,33.88673412,23780.10147,330.0179937,28.33894008,3.277828248
115.9086612,5.364326871,6.558502969,31.34394074,53.23727746,38.94651613,0.793176162,12.10711378,21185.77087,315.511685,19.47635324,3.075223235
104.1002157,4.352497826,6.717490049,18.10638206,51.46383376,33.84101776,0.82239399,25.11299053,19055.49308,357.6771457,22.0323594,3.130672516
56.68121704,6.927078962,6.653132743,15.76532284,46.38805436,34.78558429,1.31222589,35.46916907,19852.59531,376.674392,23.4732584,3.481170566
62.99476687,4.67267001,6.301642798,22.25404192,49.54856673,40.58812509,1.060549793,14.8932785,22727.03051,363.4780603,26.48617953,4.078338029
65.78537602,6.323493702,6.503679134,13.73529914,46.11595561,42.097461,1.44619708,27.52936697,22308.97036,312.2218804,21.45028668,2.267335916
88.37921218,4.795711019,6.325371777,7.517167287,47.48205109,35.07478245,0.933501729,29.26468485,21351.4116,272.2689822,35.81410597,2.524549666
91.18107637,4.002313992,6.521540145,-5.026319251,46.36230935,41.60225671,1.104343426,25.24662813,23419.45073,407.8627108,24.61361963,2.641645443
100.0206391,5.261543667,6.577499036,29.59729778,47.80319107,37.38895933,0.823872803,11.4149089,27754.69171,348.1797662,22.30536558,2.832627914
79.93522071,5.033422109,6.465281444,25.04885096,50.23377846,31.0664706,0.791340856,25.5185137,15797.11148,350.5579684,22.58093653,4.113013629
148.1587929,5.289453974,6.933988775,12.12033288,52.71863262,30.22442963,0.977458483,26.90371529,19025.89255,369.9411797,25.09154883,3.056923089
93.03907356,6.156063093,6.165387452,6.323210115,45.05456205,27.31876084,0.979561699,3.958370495,28023.72943,364.0042674,25.08494871,3.458830209
86.37743722,4.183974791,6.2100253,17.67171908,45.1114621,35.54399555,1.368440393,34.10762698,18202.32717,384.9819258,15.34100493,2.432995721
91.02061529,3.895291298,6.516280845,16.51237399,49.23221988,32.93280325,1.563538905,31.98381281,17879.51319,289.819994,26.67176086,3.309651498
95.74372248,7.421349827,6.017709853,18.46775581,51.50176844,32.72178517,0.880540033,35.84322294,24301.31925,303.1672552,23.02074107,2.342048754
92.96611415,4.760941193,5.985720986,28.49086955,51.4271413,40.31629762,1.698006756,20.8600789,13406.07811,253.5090993,26.90004025,3.360241382
142.2427299,5.607912357,5.843009202,8.698199438,40.75826855,36.35765514,1.131226805,17.99206003,16278.85259,307.2194533,27.81369902,2.85284181
126.2629346,4.378035714,6.410604105,16.08167367,51.08830462,30.28504623,0.605032514,29.20685074,23257.03154,317.7951624,23.49128222,3.129432969
128.3067065,4.317363762,7.172007274,24.10691479,50.79722544,31.20148998,1.007248003,32.42392207,12109.21578,349.4224608,25.46090873,3.878176029
108.5873973,5.456143542,5.650305855,22.97251388,47.68483809,34.25620882,1.184307437,24.53925889,17928.37554,306.1404547,16.64568364,3.466510536
105.7825346,5.011700528,6.724335094,16.07092382,43.99938909,30.98659608,1.324201015,24.25851006,20916.2612,304.7166724,23.32944531,1.645486856
51.88442247,3.155588513,6.505773752,13.68931306,52.64481294,44.05274593,1.092846396,28.89740231,14198.10861,261.8097594,16.02722062,2.168908191
66.42350718,4.310890411,6.741250683,14.99359927,54.02062857,34.83713451,1.037737522,33.11944008,16988.12932,391.4439368,26.51578878,3.107386143
124.3992723,4.983608709,6.475173356,8.491455224,43.27326566,37.26750727,0.007346926,16.61672092,21254.35637,319.4388195,31.0710147,3.560540532
82.06471297,5.554705785,7.449581449,32.88974979,43.75759485,31.95139364,0.778321864,25.90713643,20846.35321,326.8977665,21.25586845,1.954510604
74.74579672,6.643215852,6.392464769,13.44375702,48.52378411,32.42683629,0.817376521,30.3959945,22280.57019,317.709465,34.39532792,3.085989046
92.47838977,6.105874856,6.373515115,33.72077052,46.88529927,40.69925805,0.863147737,23.54303804,22613.78582,350.3689331,26.31890633,1.14505185
101.2812575,3.690831987,6.429697774,19.67768947,46.04185608,37.0567526,0.847793235,22.76282413,18387.98579,420.9443574,24.2755525,2.374585498
79.74020538,6.186223811,6.522806635,19.99128848,47.25796491,40.99076326,1.342062807,29.17903055,16546.76921,371.7720563,33.16093993,3.894932535
127.2305561,4.319081747,6.520476267,22.15778696,44.53398072,35.4551349,0.453616743,27.78265931,23325.31434,372.6517854,33.12120742,3.272739256
68.80194424,7.454323812,7.209769412,14.19637158,47.42146694,34.91161346,1.189957807,25.94768865,29763.17801,381.3370625,25.92620475,2.341636269
93.14080029,7.273502602,7.263017917,17.26850541,51.05971455,37.20369096,0.871578424,23.80480825,19956.03706,373.4965609,20.90706716,2.987230117
118.1855241,3.62581286,6.556480327,29.42768194,46.33360769,34.27338428,1.150107333,32.5516132,20096.44317,362.3456312,20.89952247,2.196121393
110.3714888,4.971514772,6.830925351,29.40256395,45.53589045,38.6151498,1.381183946,23.14991947,19423.4659,334.4462899,22.20640018,4.284475275
122.5687618,4.323087523,6.383861058,20.30013513,50.71234834,36.35004009,0.990151248,15.54535077,19856.19412,340.7271766,33.09486428,2.749960984
111.236267,5.553177433,5.917398135,18.22573282,52.32585644,36.38145496,0.492481639,30.37749742,20859.16992,360.3089911,20.21520058,2.274400292
67.67350574,6.980732051,6.712336023,13.40956409,50.77370056,40.30121253,1.242364206,29.00588715,18166.9564,391.0853775,39.66720869,2.629076498
135.5562203,4.314585968,6.885005031,23.61197092,43.14022671,37.74912402,0.904425378,19.42797171,12047.85124,322.4532132,24.0170095,3.089048583
116.3829622,3.961202877,6.165086372,24.33443958,40.83818263,42.90128211,1.009369776,11.79642521,16092.30766,395.1883113,24.10805039,2.677741199
91.25153321,5.324723962,6.416965132,17.55055843,46.41123416,32.50639743,0.458475509,24.67165055,18455.25728,334.4536988,24.38515944,1.569370108
71.74076546,4.39883061,6.145410659,18.977351,51.13678959,40.02670799,1.435232252,31.96332231,22613.51697,358.6566383,18.82192144,3.304371859
101.5875025,6.845392374,6.528299216,28.25579279,51.65660683,35.37332469,1.127547276,27.77402416,21125.69262,296.658324,18.12653824,2.581081791
110.1677156,6.022956473,6.790476898,31.97079221,49.99014471,37.86866425,1.120117397,8.614091271,22827.74039,270.4186731,12.47726923,1.661276497
123.8482499,5.403831343,6.717261931,18.38587506,50.85293209,33.66111339,1.275054187,38.22584011,22080.56307,345.4045259,32.73464256,2.87929884
181.4981916,5.914335649,6.229839057,30.91100909,48.78225838,36.25901027,0.331605929,19.36694631,20707.60685,441.0632023,22.12040496,1.952540883
68.77230951,4.132615855,6.231257774,7.051356278,49.92167787,38.40980471,1.286015159,25.3900119,16013.14451,284.4989515,21.85861486,2.998439057
73.39746032,6.002334132,7.167164742,20.80960443,46.75345386,34.27351511,0.682712404,31.15323103,21015.24727,320.9979773,26.89102175,3.516199773
86.58136375,6.482590811,6.829443653,12.56722504,45.91195367,33.82686159,1.446743504,18.39241139,18588.87852,365.0496314,28.02074043,2.848746641
44.32489142,5.686359361,6.416502274,27.02759921,50.72098946,37.10939126,1.218235218,35.72109844,21283.14104,372.1342916,20.52456545,1.798387092
99.83366982,4.424778393,6.532027397,26.71246461,48.07384212,34.44299977,1.480778658,25.15726075,24900.42365,389.3176317,34.98407775,1.922792048
95.50268924,4.497918655,6.933681079,19.45514084,44.3003483,29.58909208,1.15957967,34.88988867,25913.77077,347.6409209,9.986865582,2.213054682
99.13815124,4.482194753,6.098894073,11.90637312,49.91498531,29.51044482,1.381347276,24.46640327,23847.7107,284.8186794,33.74672259,2.98827239
69.41110529,4.635792511,6.408934105,13.9014174,44.90993792,33.58558439,1.006189788,29.09326312,25522.08292,307.3367828,10.63839301,2.722506628
133.8143105,5.531748977,6.679160657,21.13624834,45.51683628,36.97123128,0.874749066,28.66064242,15104.13631,323.7708997,33.361549,2.590928961
118.7836364,5.457120088,6.160421419,19.97335147,46.97994226,36.5026188,1.632726327,19.35591705,18831.3042,347.3408941,34.51618999,2.823788763
66.67434806,4.439455426,6.296086857,19.64995324,49.71056917,32.28783984,1.018811771,30.44517622,28538.03539,340.8391665,27.80263345,3.110320599
58.14394376,3.97493328,6.813296247,22.50069988,44.71354804,30.5909579,0.700722057,35.69281998,19766.76816,333.5310009,29.98226272,1.885733173
86.66858177,6.561695504,6.641696922,10.30779016,49.06108651,32.15697103,1.76477265,30.01968696,18694.4786,300.2616271,21.96326016,2.492659916
123.7241989,4.757433177,6.918803993,6.231787898,49.05324826,34.36351707,0.780383151,27.44829259,24259.43806,372.619376,33.15013868,2.406394392
69.59274397,5.127484026,7.021010166,19.23694326,47.17040283,31.54388259,1.143085765,23.09180732,15613.3799,374.7075713,16.44189995,2.023773964
87.57623914,5.337214744,6.936211422,16.57378302,48.20741688,34.21025991,0.730925943,26.73184126,23000.10105,384.5137066,26.69045327,2.146780866
70.55360068,5.385340713,6.67555403,27.33617,42.21891286,36.89830042,1.472707331,11.08655825,25069.73395,343.1127192,24.34710052,2.341330686
112.550628,4.699586049,7.044428732,17.47929733,39.97245461,33.95413294,1.085734264,24.99365494,28469.95206,324.5553626,27.71394272,2.930701793
128.2108613,5.976413624,6.432215956,24.97250767,49.02590418,33.71770519,1.075147975,22.56322529,17666.76907,363.0966069,24.61330842,1.913573248
110.8331274,4.941289575,6.678249247,22.81251923,51.3764584,36.94819619,1.52811658,22.88171292,18846.62077,393.1153343,22.43408145,2.880379906
134.0020864,3.926111695,6.427025513,27.12084313,49.76637947,40.71803346,1.08920835,28.1307053,27220.67226,344.4519125,25.82405736,2.780839957
109.395484,5.98955219,6.527528153,18.119202,46.79847134,34.28619799,1.405750688,31.78438004,16154.56632,352.695947,21.50265268,2.21698849
99.32551061,6.341189743,6.341774507,28.67830054,48.26459427,37.20249357,0.996428236,18.82480719,20110.26815,356.680709,22.81581732,3.217006231
120.9393198,5.357064892,6.64399765,28.12848299,48.60860181,37.20405547,0.935314484,20.16561008,22668.42681,312.1431764,27.88926743,3.591613057
53.19563818,4.198856855,7.30454677,10.53259543,53.5405704,42.4271638,1.025797061,27.50612151,17105.73402,381.7169605,28.60262685,4.120187139
71.71221471,3.509102802,6.502972601,31.32605868,49.12866359,41.04849889,1.199396986,28.09730883,23272.09139,326.128836,27.4903572,2.935728703
111.5980524,4.1884556,6.373338997,17.96486477,49.33327924,32.40814051,0.77732874,23.05629167,18233.96425,334.1118157,27.68440981,2.356321183
54.72113502,5.391412894,7.169560663,28.21475532,45.92436341,33.49165375,1.168374317,24.48768532,24227.18542,324.3635198,23.48667907,3.708877734
134.0928526,3.431460109,6.146997482,26.25467261,44.18636581,30.82088301,0.888958651,15.67430478,23319.27035,344.5211776,25.00783926,2.089011369
67.17179832,5.350586049,6.116718914,19.52028837,50.70150021,38.9405949,0.656587887,16.56890721,20957.18952,338.5007468,28.34557137,2.750450509
104.3312692,4.097550477,6.178858947,21.90794773,49.63860779,35.46526619,0.361326261,31.90852171,27590.16498,416.098071,30.93611813,2.884842621
118.1370088,5.058798926,6.167462933,39.03826193,55.80953235,37.76181494,0.762807521,15.07574836,11734.06101,450.8156239,23.44133483,2.927021026
134.2264815,5.94292417,6.045069443,19.88443257,50.16719075,36.3711932,0.858626774,27.64357869,21164.35082,319.131729,32.26978469,3.505290924
52.99457361,4.615234583,6.44582787,25.93808904,49.15596803,35.29790497,0.708939462,22.51449799,20818.3326,350.1127525,34.97205519,2.137806747
101.9076744,5.386664817,6.319059041,20.74779047,52.67832224,29.5269111,1.029291533,20.94589634,15042.29009,352.6188173,14.72776801,3.198841974
152.7061404,6.439973338,6.994954896,-1.074275245,49.2099088,30.91571554,0.823836012,31.55619294,18141.29508,322.2101134,32.22168698,2.384377989
85.23529302,6.379108069,5.585575554,31.14638705,41.27602604,32.68544065,1.243974607,26.17316713,18574.47894,373.1529563,9.944600572,2.875334092
113.7866348,5.549337832,6.980182236,9.308044182,52.34071715,34.3347576,1.397566875,35.99882225,20942.16363,408.6005757,24.36477347,1.785711795
184.3336066,4.17309773,7.212451262,13.48148849,46.4321847,31.2194192,1.014350212,32.01508955,25126.77473,293.4560217,19.56596111,2.890788852
32.48956118,7.479803934,6.609811501,25.62889128,53.04025569,39.91468337,2.071866031,21.05009208,20092.86666,365.8032351,25.71492587,3.883110371
163.8573222,7.007855604,6.757202457,25.88593951,44.29385338,31.99074288,0.983339571,21.24138644,14013.78963,390.1834348,34.08650984,3.491059935
117.6312559,5.953678375,6.745922921,24.86344655,49.3879539,32.97577055,1.27937816,25.63300449,27003.04451,361.4071551,33.7169259,2.533821469
96.1339028,4.191345206,6.290978377,15.62418572,45.67305458,35.70645489,0.729203773,10.48471104,15613.93006,261.5926561,25.0844033,3.177765624
173.2704611,3.972136091,5.945034541,12.78172619,51.84931832,33.70990254,1.585341099,22.66924973,17413.72425,272.4464591,23.94940711,2.656726637
72.79054114,5.605702985,6.137688618,18.47681062,46.70829523,33.29248855,0.976074563,34.89510457,21929.89342,249.8898072,28.35677395,2.761607263
66.95143,4.992271006,6.278761988,26.13467936,47.80756831,33.27230956,1.056394675,26.88463392,17656.24218,395.6035745,19.8708115,3.266736565
136.9921835,3.716631143,6.446101214,8.14040663,41.92745386,37.99059702,0.523625093,16.67123929,17205.67754,386.696199,25.25497824,2.562996788
80.66891277,5.057553077,6.603075689,36.75346609,45.4270707,35.83385697,1.375046573,36.75721681,21727.0101,367.8382503,29.66433451,2.742339106
145.9418244,2.267931375,6.886335744,28.95024323,48.29444644,33.85008,0.530500103,13.51193602,25226.97147,330.3921292,21.05015826,2.444734315
134.2068233,4.248299148,6.401928609,11.2451111,49.72995075,38.8599366,1.347607867,30.24832538,14958.63091,395.5644143,24.46252267,3.51902757
98.13484987,5.200993422,6.999264284,13.22264534,49.37366641,37.83877258,0.653538582,20.13619192,22880.38178,304.7326595,16.26495502,3.320139455
104.8622249,5.876112351,6.913472303,12.95748648,51.19067437,38.59554408,0.879347878,22.5646301,23599.71068,277.8281081,21.74103834,2.525486193
118.1693585,6.252728482,7.165811625,22.9656386,42.18659622,41.57494052,0.7406044,29.99146275,19405.38747,255.652104,28.12737616,1.862006433
82.22897425,4.527625017,7.017477394,15.35680198,47.8145781,40.42017954,0.681060547,19.01735389,17004.93811,401.155166,24.74249673,2.589672758
119.0072871,5.097735101,6.443697572,25.68827343,43.65281889,38.5054172,1.018246499,27.57163197,20453.29449,405.4196521,11.67927865,3.212004094
71.04748109,6.308016089,6.834853115,3.79680899,48.1228425,28.12239765,1.900490183,34.8327125,25478.66706,366.5862476,27.28771155,2.946203945
108.4962291,6.120098055,6.534002433,20.79270416,50.95591133,35.04253038,1.534609987,26.09236758,16895.93305,369.211682,24.02201632,3.060873493
93.84580102,3.776949266,6.514744798,8.410734547,50.56112677,34.3687085,0.913692335,31.61054875,19933.52046,344.5591159,34.05108211,2.177113468
104.1340369,5.303336697,6.063890684,25.5391527,45.53824797,36.91386363,0.847812033,28.89098132,18287.30937,424.2838408,30.87639258,4.53026172
121.1015567,6.31312205,6.4963535,8.694850759,49.32111706,32.78713593,1.33420579,25.56365459,18006.21175,406.0747193,25.82157093,2.90362772
94.39588387,5.245981002,6.291080424,15.07262216,42.93217759,36.1039186,0.991930083,27.63536346,20981.3348,267.7419901,24.97423814,2.296650583
119.5224728,4.291560502,7.027024306,10.11567954,57.69672641,32.25833957,0.629064857,17.72737461,21482.56079,296.0688756,17.81969205,2.89005644
145.544236,5.838238209,6.662010271,14.83047675,59.39376962,37.32796404,0.51087005,21.03812711,17824.46332,377.2068884,23.30373896,3.68102503
121.74927,3.167173496,6.619381813,26.87493109,54.73682968,30.71467253,0.538955725,30.84521363,19967.49567,346.1783838,32.5690099,3.288998544
165.4279493,3.772694179,6.436120769,13.54674473,45.5790138,34.32669452,1.177685643,27.49585775,12430.4042,329.152391,13.22667005,2.843910669
98.8326241,5.407624264,6.158842706,18.75753396,48.89903492,34.32519455,0.71060427,25.21806601,23072.92683,375.4676929,24.54830915,2.602968248
130.3319418,4.978105917,6.492000058,26.68219171,41.2265297,31.45802859,1.357804249,16.97543515,18820.72927,265.003152,23.87265911,2.607464628
96.96625311,4.032661527,6.006205566,26.86950909,44.76408285,35.15860662,0.873956865,23.90687108,18941.20704,334.7610479,32.39816738,2.346667748
52.51089892,5.544657401,6.164940015,35.81495019,54.61222606,27.61148971,0.985019533,25.18850221,18215.12067,362.5433535,18.84393017,2.880226923
95.89236976,4.4263412,6.861001212,21.33131802,52.52013151,35.66293986,0.816864477,23.64862949,22005.4821,290.7918999,8.277571986,2.107967628
131.5011725,4.445501725,6.195471504,22.66947366,44.62645539,30.07023873,1.37617706,21.64015838,19410.73308,322.0557621,24.66320487,3.388779652
141.8728353,4.446558501,7.479815882,14.02456085,47.01851915,32.07029601,0.76730163,39.84460202,17781.46183,421.0952407,22.07405699,2.333962633
122.4035163,6.559848505,6.029940185,8.321691501,48.39498221,35.10730182,0.918239958,18.43232106,19386.12996,294.9516808,27.46660241,2.632386893
138.841853,4.922131839,7.160122942,19.39248625,44.17109079,26.63314894,0.245437637,25.73776288,14003.60435,358.3536459,23.00776698,2.949084529
119.4297769,4.930466791,6.096407485,26.2516506,49.71669696,35.0797888,1.205589113,2.461881022,27361.41315,316.6227709,27.52193795,2.20315961
104.172309,3.366971695,6.482380908,20.04873552,56.03473238,27.16837069,1.215381961,29.53148376,27580.48357,318.8889566,31.64820021,3.247248098
130.0588194,4.423779585,6.948837113,24.25111052,46.60116115,38.71337106,1.316863441,22.37473615,17229.24978,329.6735479,24.30818064,2.247360349
59.85454231,4.997615194,6.707946607,6.053608167,51.51743032,40.07201292,1.543846428,26.66889056,26749.41805,350.7687406,27.27210055,2.891186584
110.4806907,4.116495335,6.483367523,16.53387863,50.14137902,36.0139559,0.646357638,19.36261495,11909.85864,393.1427137,29.1408123,2.032196359
121.5274542,3.08253938,6.763915807,24.15329774,51.76419234,36.95964687,1.351235065,15.24496545,17408.57651,308.171932,26.74948522,2.151373304
93.89534649,5.097715428,6.821762038,-3.211265716,46.606047,39.63276055,0.832062994,23.6885684,11708.76647,369.1627283,25.51647239,1.545236766
85.96302749,5.429131866,6.616431885,11.99521606,41.1918725,33.91208881,0.957666211,15.62992151,25736.64513,378.0679753,27.13928657,2.753847781
71.55276877,3.934070042,6.509518831,20.89425419,51.33741467,36.61176158,0.96016123,33.41577258,26255.99587,377.1705592,28.48591823,3.027272375
133.0733216,3.762257084,6.698505589,18.20222658,49.67139212,32.67655103,0.723124159,33.87971164,20229.49081,402.2272689,13.72288164,3.261381393
139.5056339,6.519652207,6.383157974,18.84710424,50.61864696,38.11866781,1.040605631,29.31706436,19076.96432,389.5007695,14.86013198,3.250137159
73.42266499,6.53007787,7.162843066,19.87435913,48.34321,40.27754081,1.296802919,22.98905669,9967.068261,364.838192,25.99980513,3.494948576
142.4723789,6.199500998,6.33084499,32.17828817,46.38436827,36.30159254,0.393408873,31.1156362,18269.66908,350.9835701,17.07104316,2.379863421
140.6040474,5.751221205,6.522366733,11.7798203,46.22996461,36.37956873,1.290051828,27.09937281,20638.84522,360.751757,24.74646543,2.532985821
86.5918428,3.001771199,6.432271402,21.14885669,49.22722098,39.27621319,0.579903586,5.70886366,19513.09388,309.1736997,25.77513684,3.234832422
112.0002144,5.117550745,6.418506232,24.40367401,45.23387495,32.53111303,1.378412756,31.63368056,19398.21597,345.0898024,22.13616544,2.820707611
63.67235154,4.660691324,7.462008386,-1.425866491,46.48608665,38.02501309,0.988839757,20.70617886,21308.83084,348.8878404,22.58147723,2.473296679
84.45366163,4.917467174,6.404376462,21.84813806,42.3439886,32.59536206,0.520818155,27.43610579,23879.86955,314.129753,27.07491306,2.475279489
44.40021203,6.139761854,6.318051035,13.1163324,46.95133851,36.20608998,0.943249409,31.75373865,19283.48619,299.0705978,26.7402854,2.957597334
115.8740209,4.937585253,6.218627555,18.97718915,49.35080947,35.90036545,1.559905873,20.35104311,13548.67514,337.0063778,20.78774497,2.170862432
124.6761495,6.636032828,7.608472403,23.15636854,48.71195122,32.23075255,1.111935712,20.73191144,19147.28362,358.0477421,31.3169855,2.551333279
150.8769367,5.550545229,6.547832773,14.89559543,48.13186863,30.15332275,1.490199939,23.38694439,18723.75162,314.9217481,23.6817792,3.558197402
89.84181634,4.373753036,6.391506451,20.36615524,42.06547176,38.34614796,1.171531696,26.94285147,12487.62913,336.8260285,25.09168949,2.922596949
37.78794847,5.573433823,6.380251554,9.029848061,46.07304994,26.12037876,0.996978993,30.7920764,20204.49997,327.8057582,38.23833961,2.084830533
47.50009385,5.790826714,6.453747082,21.24882938,52.24263525,41.89468757,0.641189364,14.74722838,19678.75381,323.9603197,28.53458919,2.531888261
70.21109344,3.219243135,6.148512325,25.02946183,45.21683511,35.08644754,1.039564622,20.48557327,22110.13514,314.4250842,22.19173969,1.321112613
153.6469423,3.848029327,6.290978955,25.2755047,42.55028309,35.20633591,1.248722173,42.70714528,21060.40914,311.298115,20.78046939,3.849002242
100.8288181,4.498690707,6.452612474,7.65001741,50.0340133,33.11673982,1.761224604,33.4134906,17537.78007,308.0373474,12.70108401,3.625403421
123.5486846,5.32267122,6.440838554,9.180349969,43.16643546,30.73837722,0.862838085,40.26942809,15195.0205,375.554823,37.30783404,3.366823525
73.51792745,4.439954567,6.294943801,14.63499459,48.89821659,38.99207872,0.567049683,23.52700436,19003.57,416.6834817,26.56920307,2.908028733
96.45136436,5.236081548,6.762676164,15.04165596,47.17491537,39.40776265,1.63074191,27.52441582,20048.55761,428.364983,20.62749105,2.375780295
106.6319168,3.725737424,6.129663404,16.88146757,43.28792601,32.02254672,1.087886061,23.69746445,21521.19853,366.6486529,40.76265148,3.018218409
127.607865,3.856076706,6.723306904,7.598835861,56.86396868,32.15759599,1.251998925,17.45851771,14943.7956,366.1995978,28.66933424,2.442922699
102.9997563,5.000901543,6.448822418,9.621547563,46.75103442,33.32753672,1.338493857,21.60480054,15792.94806,297.4275016,28.44648816,2.905263686
70.00976845,5.762809346,7.550384604,3.530510526,46.21036345,35.39072528,1.350471683,29.88670412,31205.81255,348.2595641,22.37103587,3.155664325
119.3830561,5.523886858,7.318329292,17.40337126,52.59451304,23.90946924,0.936324842,22.14310455,20433.07847,351.1990484,23.98182977,3.084990561
124.4931534,5.014863733,7.195798812,21.10939461,47.98991048,38.74772624,0.448019241,26.77334443,24518.88181,354.4005858,30.28845959,1.791552323
82.81001484,5.944942817,6.53495634,11.60784531,50.95955585,38.95080124,0.799273671,26.99309948,23724.37227,282.406278,18.25752438,3.454063491
82.98382136,6.258138903,6.035060858,27.89411572,43.71123009,42.74077198,1.759901523,30.21447246,13601.66961,364.666549,12.43108366,2.890957833
